age,business_travel,department,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,attrition,employee_number
34,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,0,No,17,3,4,0,2,5,2,1,0,0,0,No,1265
44,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,18213,7,No,11,3,3,1,26,5,3,22,9,3,10,No,1267
33,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,0,Yes,14,3,4,2,10,3,3,9,8,0,8,No,1268
19,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,4,0,1,2,3,1,0,0,1,No,1269
23,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,4,1,1,2,3,1,0,0,1,No,1270
25,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,1,Yes,14,3,4,0,1,4,3,1,0,1,0,Yes,1273
26,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,1,Yes,20,4,2,0,8,2,2,8,5,2,2,No,1275
45,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,2,Yes,16,3,1,0,26,2,3,24,10,1,11,Yes,1277
55,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,4,1,34,3,3,33,9,15,0,No,1278
21,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,1,No,20,4,3,0,2,2,1,2,2,2,2,Yes,1279
46,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,2,No,14,3,3,1,26,2,3,11,4,0,8,No,1280
34,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,0,Yes,12,3,4,0,4,3,3,3,2,0,2,No,1281
51,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,4,Yes,24,4,1,1,31,5,2,29,10,11,10,No,1282
59,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,6,No,12,3,4,0,25,6,2,9,7,5,4,No,1283
34,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,4,No,13,3,3,2,15,2,4,11,8,5,10,No,1285
28,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,0,Yes,11,3,3,0,5,2,2,4,2,0,2,No,1286
44,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,1,No,14,3,4,2,26,4,2,25,9,14,13,No,1288
34,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,4,No,11,3,4,2,14,5,4,10,9,1,8,No,1289
35,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,0,Yes,14,3,4,0,4,3,3,3,2,2,2,No,1291
42,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,2372,6,Yes,16,3,4,0,18,2,3,1,0,0,0,No,1292
43,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,3,No,14,3,4,0,23,3,4,21,7,15,17,No,1293
36,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,9,Yes,11,3,4,0,18,2,3,16,14,5,12,No,1294
44,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,1,No,11,3,4,1,10,2,3,10,7,0,5,Yes,1295
28,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,1,Yes,12,3,2,1,2,2,3,2,2,2,2,No,1296
51,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,0,No,14,3,2,0,8,6,2,7,0,7,7,No,1297
30,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,7,Yes,18,3,3,0,10,3,3,8,4,1,7,No,1298
29,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,3,Yes,13,3,1,2,10,2,3,7,7,7,7,Yes,1299
28,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,2,No,11,3,2,0,5,2,2,3,2,1,2,No,1301
25,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,2096,1,No,18,3,4,0,2,3,2,2,2,2,1,No,1303
32,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,1,No,15,3,3,2,10,4,4,10,7,0,8,No,1304
45,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,18061,3,No,22,4,3,0,22,4,3,0,0,0,0,No,1306
39,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,17123,6,Yes,13,3,4,2,21,4,3,19,9,15,2,No,1307
58,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,1,No,12,3,4,2,2,3,3,2,2,2,2,No,1308
32,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1,Yes,1309
39,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,3904,0,No,13,3,1,0,6,2,3,5,2,0,3,Yes,1310
30,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,0,No,12,3,1,1,10,6,3,9,2,6,7,No,1311
36,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,3,No,12,3,1,0,10,0,3,7,7,1,7,No,1312
46,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7,No,1314
28,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,0,No,11,3,1,3,10,6,3,9,8,7,5,No,1315
50,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,4,Yes,11,3,2,0,25,2,3,3,2,1,2,No,1317
40,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,2,Yes,12,3,3,0,9,2,3,5,4,1,0,Yes,1318
52,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,8446,9,Yes,19,3,3,0,10,2,2,8,7,7,7,Yes,1319
30,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,11916,1,Yes,23,4,4,2,9,2,3,9,1,0,8,No,1321
39,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,4534,0,No,11,3,1,0,9,6,3,8,7,1,7,No,1322
31,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,1,Yes,19,3,1,1,10,5,2,10,8,9,6,No,1324
41,Non-Travel,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,Single,6151,1,No,13,3,1,0,19,4,3,19,2,11,9,No,1329
31,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,1,Yes,11,3,1,0,3,2,4,3,2,2,2,Yes,1331
44,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,4,No,12,3,3,0,10,4,4,3,2,1,2,Yes,1333
42,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,Married,17861,0,Yes,13,3,4,0,21,3,2,20,8,2,10,No,1334
55,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,19187,4,No,14,3,4,1,23,5,3,19,9,9,11,No,1336
56,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,Single,19717,6,No,14,3,1,0,36,4,3,7,3,7,7,No,1338
40,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,3544,9,No,16,3,2,1,6,0,3,4,2,0,0,No,1340
34,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,8500,0,No,11,3,4,1,10,0,2,9,7,1,6,No,1344
40,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,4661,1,No,13,3,3,0,9,4,3,9,8,8,8,No,1346
41,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,4103,0,No,17,3,4,1,10,2,3,9,3,1,7,No,1349
35,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,4249,1,Yes,11,3,2,0,9,3,3,9,6,1,1,No,1350
51,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,14026,1,Yes,11,3,2,1,33,2,3,33,9,0,10,No,1352
38,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,3,No,15,3,4,1,11,3,3,7,7,1,7,No,1355
34,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,1,No,12,3,4,0,10,6,4,10,8,9,6,No,1356
25,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3669,3,No,11,3,3,3,7,6,2,3,2,1,2,No,1358
58,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,7,Yes,14,3,4,0,31,0,2,10,9,5,9,Yes,1360
40,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,2387,3,No,22,4,3,1,7,3,3,4,2,0,3,No,1361
36,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,Married,4639,2,No,16,3,4,1,17,2,2,15,7,6,13,No,1362
48,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,1,No,11,3,3,0,11,2,3,10,9,0,8,No,1363
27,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,8,No,14,3,2,1,5,4,3,1,0,0,0,No,1364
51,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,13142,3,No,16,3,2,0,29,1,2,5,2,0,3,No,1367
18,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1611,1,No,15,3,3,0,0,5,4,0,0,0,0,No,1368
35,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,5363,0,No,12,3,2,1,10,0,3,9,7,0,0,No,1369
27,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,3,No,20,4,2,0,8,3,3,6,2,0,0,No,1371
55,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,13695,6,Yes,17,3,3,0,24,2,2,19,7,3,8,Yes,1372
56,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,13402,4,Yes,12,3,1,1,33,0,3,19,16,15,9,No,1373
34,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,2029,1,No,20,4,3,3,5,2,3,5,4,0,0,No,1374
40,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,6377,5,No,20,4,2,3,15,0,3,12,11,11,8,No,1375
34,Travel_Rarely,Research & Development,29,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,5429,4,No,13,3,1,2,10,1,3,8,7,7,7,No,1377
31,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,2785,7,No,14,3,3,0,3,3,4,1,0,0,0,Yes,1379
35,Travel_Frequently,Sales,18,4,Marketing,4,Female,3,2,Sales Executive,3,Married,4614,0,Yes,18,3,3,1,5,0,2,4,2,3,2,Yes,1380
38,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,2610,1,No,11,3,4,3,4,2,3,4,2,0,3,No,1382
34,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,1,No,11,3,4,0,14,2,4,14,11,4,11,No,1383
28,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,4724,1,No,11,3,3,1,5,0,3,5,3,0,4,No,1387
31,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,1,Yes,15,3,4,2,10,3,2,10,2,6,7,Yes,1389
39,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,6120,3,Yes,12,3,4,2,8,2,4,5,4,1,4,No,1390
51,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,Married,10596,2,No,11,3,2,0,14,5,3,4,2,3,2,No,1391
41,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,3,Yes,14,3,1,2,12,4,2,6,2,3,3,No,1392
37,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,7,Yes,15,3,4,0,8,2,3,6,4,1,3,No,1394
33,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,9998,6,No,13,3,1,0,8,2,4,5,4,1,2,No,1395
32,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,0,Yes,13,3,1,3,4,3,2,3,2,1,2,No,1396
39,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,3,No,21,4,2,1,13,2,3,6,4,0,5,No,1397
25,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,6232,2,No,11,3,2,0,6,3,2,3,2,1,2,No,1399
52,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,4,Manufacturing Director,3,Married,13247,2,Yes,11,3,2,1,24,3,2,5,3,0,2,No,1401
43,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,4081,1,Yes,14,3,1,0,20,3,1,20,7,1,8,No,1402
27,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,5769,1,Yes,11,3,4,0,6,3,3,6,2,4,4,No,1403
27,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,2394,1,Yes,13,3,4,0,8,2,3,8,2,7,7,Yes,1405
26,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,Single,3904,0,No,12,3,4,0,5,2,3,4,3,1,1,No,1407
42,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,Married,16799,0,No,14,3,3,1,21,5,3,20,7,0,9,No,1408
52,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,1,Laboratory Technician,1,Married,2950,9,No,13,3,3,0,12,2,1,5,4,0,4,No,1409
37,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,3629,4,No,18,3,1,0,8,6,3,3,2,0,2,No,1411
35,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,9362,2,No,11,3,3,0,10,2,3,2,2,2,2,No,1412
25,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,3229,4,No,11,3,2,1,7,2,2,3,2,0,2,No,1415
26,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,3578,0,No,12,3,4,0,8,2,3,7,7,0,7,No,1417
29,Travel_Rarely,Human Resources,17,3,Other,2,Male,2,3,Human Resources,1,Single,7988,1,No,13,3,1,0,10,3,2,10,9,0,9,No,1419
49,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,4284,3,No,20,4,1,0,20,2,3,4,3,1,3,Yes,1420
29,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,3,Healthcare Representative,4,Single,7553,0,Yes,12,3,1,0,9,1,3,8,7,7,7,Yes,1421
54,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,4,Research Director,4,Single,17328,6,No,19,3,4,0,29,3,2,20,7,12,7,No,1422
58,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,Married,19701,3,Yes,21,4,3,1,32,3,3,9,8,1,5,No,1423
55,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,4,Research Director,4,Divorced,14732,2,No,13,3,4,2,31,4,4,7,7,0,0,No,1424
36,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,9278,3,Yes,16,3,4,0,15,3,3,5,4,0,1,No,1425
31,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,1359,1,No,12,3,2,0,1,3,3,1,0,0,0,Yes,1427
30,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,4779,7,No,14,3,2,2,8,3,3,3,2,0,2,No,1428
31,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,16422,3,No,11,3,3,0,9,3,4,3,2,1,0,No,1430
34,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,Divorced,2996,5,No,14,3,3,2,10,2,3,4,3,1,3,No,1431
31,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,1261,1,No,12,3,3,0,1,3,4,1,0,0,0,Yes,1433
27,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,2099,0,No,14,3,2,0,6,3,4,5,0,1,4,No,1434
36,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,5810,1,No,16,3,3,0,10,2,2,10,4,1,8,No,1435
36,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,Married,5647,4,No,13,3,1,2,11,3,2,3,2,0,2,No,1436
47,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,3420,7,No,12,3,3,1,17,2,2,6,5,1,2,No,1438
25,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,4400,3,No,12,3,1,0,6,2,3,3,2,2,2,Yes,1439
37,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,3500,0,No,14,3,1,0,7,2,1,6,5,1,3,No,1440
56,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,1,Research Scientist,1,Married,2066,2,No,22,4,4,1,5,3,4,3,2,1,0,No,1441
47,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,Married,17169,3,No,19,3,2,2,26,2,4,20,17,5,6,No,1443
24,Travel_Rarely,Sales,4,1,Medical,4,Female,3,2,Sales Executive,3,Married,4162,1,Yes,12,3,3,2,5,3,3,5,4,0,3,No,1445
32,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,Married,9204,4,No,12,3,3,1,7,3,2,4,3,0,3,No,1446
34,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,Married,3294,5,No,17,3,1,1,7,2,2,5,4,0,2,No,1447
41,Travel_Rarely,Research & Development,5,5,Medical,2,Male,4,1,Research Scientist,3,Married,2127,2,Yes,12,3,1,0,7,5,2,4,2,0,3,No,1448
40,Non-Travel,Research & Development,9,4,Other,3,Male,3,2,Laboratory Technician,3,Divorced,3975,3,No,11,3,3,2,11,2,4,8,7,0,7,No,1449
31,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,10793,1,No,18,3,1,1,13,5,3,13,7,9,9,No,1453
46,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,3,Sales Executive,4,Divorced,10096,4,No,11,3,1,1,28,1,4,7,7,4,3,Yes,1457
39,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,2,1,Laboratory Technician,1,Single,3646,2,Yes,23,4,2,0,11,2,4,1,0,0,0,Yes,1458
31,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,7446,1,No,11,3,1,0,10,2,3,10,8,4,7,Yes,1459
45,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,10851,2,Yes,18,3,2,1,24,2,3,7,7,0,7,No,1460
31,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,1,Human Resources,2,Single,2109,9,No,18,3,4,0,8,3,3,3,2,0,2,No,1461
31,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,3722,6,Yes,13,3,3,1,7,2,1,2,2,2,2,Yes,1464
45,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,9380,4,Yes,18,3,4,2,10,4,4,3,1,1,2,No,1465
48,Travel_Rarely,Sales,7,3,Marketing,3,Male,3,2,Sales Executive,1,Divorced,5486,4,No,11,3,1,3,15,3,3,2,2,2,2,No,1466
34,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,3,1,Human Resources,3,Married,2742,1,No,15,3,4,0,2,0,3,2,2,2,2,Yes,1467
40,Non-Travel,Research & Development,8,1,Medical,4,Male,2,3,Research Director,2,Divorced,13757,2,No,11,3,3,1,16,5,3,9,8,4,8,No,1468
28,Travel_Rarely,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,Single,8463,0,No,18,3,4,0,6,4,3,5,4,1,3,No,1469
44,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,3162,3,No,14,3,4,0,7,5,3,5,2,0,3,No,1471
53,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,4,Research Director,2,Single,16598,4,No,12,3,2,0,35,2,2,9,8,8,8,No,1472
49,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,6651,2,No,14,3,2,1,20,0,2,3,2,1,2,No,1473
40,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,1,Research Scientist,3,Divorced,2345,2,No,14,3,3,1,8,3,4,3,1,1,2,No,1474
44,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,3,1,Research Scientist,2,Single,3420,1,No,13,3,3,0,6,3,2,5,2,1,3,No,1475
33,Travel_Frequently,Sales,7,3,Medical,4,Male,3,2,Sales Executive,1,Married,4373,0,No,14,3,1,2,5,2,3,4,3,0,3,No,1477
34,Travel_Rarely,Sales,3,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,3,No,18,3,4,0,15,2,3,13,9,3,12,No,1478
30,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,3,2,Sales Executive,3,Married,5301,8,No,15,3,3,2,4,2,2,2,1,2,2,No,1479
42,Travel_Frequently,Research & Development,9,2,Medical,1,Female,3,1,Laboratory Technician,4,Single,3673,1,No,13,3,3,0,12,3,3,12,9,5,8,No,1480
44,Travel_Frequently,Sales,1,5,Marketing,1,Female,3,2,Sales Executive,3,Married,4768,7,No,12,3,3,1,11,4,2,1,0,0,0,No,1481
30,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,1274,1,No,13,3,2,2,1,2,2,1,0,0,0,No,1482
57,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,4,2,Research Scientist,3,Married,4900,0,No,24,4,1,1,13,2,2,12,9,2,8,No,1483
49,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,3,Healthcare Representative,2,Divorced,10466,3,No,14,3,2,2,29,3,3,8,7,0,7,No,1484
34,Travel_Frequently,Research & Development,15,3,Medical,2,Male,3,4,Research Director,1,Divorced,17007,7,No,14,3,4,2,16,3,2,14,8,6,9,No,1485
28,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,3,1,Sales Representative,3,Married,2909,3,No,15,3,4,1,5,3,4,3,2,1,2,Yes,1486
29,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,3,2,Sales Executive,2,Single,5765,5,No,11,3,1,0,7,4,1,5,3,0,0,Yes,1487
34,Travel_Rarely,Sales,24,4,Medical,1,Female,2,2,Sales Executive,2,Single,4599,0,Yes,23,4,3,0,16,2,4,15,9,10,10,Yes,1489
35,Travel_Rarely,Sales,7,1,Life Sciences,4,Male,3,1,Sales Representative,3,Married,2404,1,No,13,3,1,1,1,3,3,1,0,0,0,No,1492
24,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Laboratory Technician,1,Single,3172,2,Yes,11,3,3,0,4,2,2,0,0,0,0,Yes,1494
24,Non-Travel,Sales,13,2,Life Sciences,4,Female,3,1,Sales Representative,2,Married,2033,1,No,13,3,3,1,1,2,3,1,0,0,0,No,1495
44,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,3,Manufacturing Director,3,Single,10209,5,Yes,18,3,2,0,16,2,2,2,2,2,2,No,1496
29,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,8620,1,No,14,3,3,2,10,3,3,10,7,0,4,No,1497
30,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,2064,0,No,21,4,1,1,6,3,4,5,3,1,3,No,1499
55,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,Married,4035,0,Yes,16,3,2,0,4,2,3,3,2,1,2,No,1501
33,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,1,Laboratory Technician,2,Married,3838,8,No,11,3,4,0,8,5,3,5,4,0,2,No,1502
47,Travel_Rarely,Sales,14,3,Medical,3,Female,3,2,Sales Executive,3,Married,4591,3,Yes,17,3,3,1,11,4,2,5,4,1,2,No,1503
28,Travel_Frequently,Research & Development,2,2,Medical,3,Male,2,1,Laboratory Technician,1,Single,2561,7,No,11,3,3,0,8,2,2,0,0,0,0,Yes,1504
28,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,1563,1,No,14,3,4,1,1,2,1,1,0,0,0,No,1506
28,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,3,2,Sales Executive,1,Single,4898,0,No,14,3,4,0,5,5,3,4,2,1,3,No,1507
49,Travel_Rarely,Research & Development,3,2,Medical,3,Female,2,2,Laboratory Technician,1,Married,4789,4,No,25,4,1,1,10,3,3,3,2,1,2,No,1509
29,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,3180,0,No,13,3,3,3,4,3,3,3,2,0,2,No,1513
